anomaly_id,detected_at,anomaly_type,severity,zone_id,metric_name,expected_value,actual_value,z_score,description,alert_sent
39,2026-02-19 05:08:20.520332,fare_spike,medium,262,avg_fare,15.239897195694354,28.263846153846153,3.2018585016340033,Zone 262: avg fare $28.26 (z-score: 3.2) on 2024-01-02 at 5:00,f
40,2026-02-19 05:08:20.520332,fare_spike,medium,158,avg_fare,17.04033997259867,28.59999999999999,3.401313683694988,Zone 158: avg fare $28.60 (z-score: 3.4) on 2024-01-02 at 15:00,f
41,2026-02-19 05:08:20.520332,fare_spike,medium,79,avg_fare,15.414520198126782,23.37631578947368,3.1822306970020207,Zone 79: avg fare $23.38 (z-score: 3.2) on 2024-01-06 at 7:00,f
42,2026-02-19 05:08:20.520332,fare_spike,critical,261,avg_fare,23.351089258067177,46.1125,4.341602358959475,Zone 261: avg fare $46.11 (z-score: 4.3) on 2024-01-03 at 7:00,f
43,2026-02-19 05:08:20.520332,fare_spike,critical,230,avg_fare,20.901285852829634,50.436470588235295,4.3529835465459366,Zone 230: avg fare $50.44 (z-score: 4.4) on 2024-01-02 at 5:00,f
44,2026-02-19 05:08:20.520332,fare_spike,critical,13,avg_fare,22.853308914862943,41.245999999999995,4.192283754408671,Zone 13: avg fare $41.25 (z-score: 4.2) on 2024-01-01 at 2:00,f
45,2026-02-19 05:08:20.520332,fare_spike,medium,138,avg_fare,42.39763415836418,29.21111111111111,3.098792846850042,Zone 138: avg fare $29.21 (z-score: 3.1) on 2024-01-06 at 1:00,f
46,2026-02-19 05:08:20.520332,fare_spike,critical,68,avg_fare,17.08953210071127,30.399,4.013776267779767,Zone 68: avg fare $30.40 (z-score: 4.0) on 2024-01-05 at 4:00,f
47,2026-02-19 05:08:20.520332,fare_spike,medium,229,avg_fare,14.631319489581486,26.245714285714286,3.032272694272251,Zone 229: avg fare $26.25 (z-score: 3.0) on 2024-01-06 at 5:00,f
48,2026-02-19 05:08:20.520332,fare_spike,medium,264,avg_fare,20.458451556017835,39.99090909090909,3.0380328720869936,Zone 264: avg fare $39.99 (z-score: 3.0) on 2024-01-01 at 18:00,f
49,2026-02-19 05:08:20.520332,fare_spike,medium,100,avg_fare,16.705452946256433,29.007692307692306,3.0211511203988604,Zone 100: avg fare $29.01 (z-score: 3.0) on 2024-01-01 at 1:00,f
50,2026-02-19 05:08:20.520332,fare_spike,high,163,avg_fare,18.084840600544503,46.199999999999996,3.963157681522026,Zone 163: avg fare $46.20 (z-score: 4.0) on 2024-01-02 at 6:00,f
51,2026-02-19 05:08:20.520332,fare_spike,medium,236,avg_fare,13.91963364960578,25.80625,3.3312089538668705,Zone 236: avg fare $25.81 (z-score: 3.3) on 2024-01-01 at 5:00,f
52,2026-02-19 05:08:20.520332,fare_spike,critical,164,avg_fare,16.693839481941453,40.949999999999996,5.301183333680737,Zone 164: avg fare $40.95 (z-score: 5.3) on 2024-01-03 at 4:00,f
53,2026-02-19 05:08:20.520332,fare_spike,medium,230,avg_fare,20.901285852829634,44.325,3.4522567979538814,Zone 230: avg fare $44.33 (z-score: 3.5) on 2024-01-04 at 3:00,f
54,2026-02-19 05:08:20.520332,fare_spike,medium,13,avg_fare,22.853308914862943,38.03285714285715,3.4599055212158394,Zone 13: avg fare $38.03 (z-score: 3.5) on 2024-01-02 at 6:00,f
55,2026-02-19 05:08:20.520332,fare_spike,medium,239,avg_fare,15.078897664068265,28.99125,3.095705150385258,Zone 239: avg fare $28.99 (z-score: 3.1) on 2024-01-02 at 4:00,f
56,2026-02-19 05:08:20.520332,fare_spike,high,238,avg_fare,14.95278646220375,28.662857142857142,3.5653494871702036,Zone 238: avg fare $28.66 (z-score: 3.6) on 2024-01-02 at 4:00,f
57,2026-02-19 05:08:20.520332,fare_spike,critical,262,avg_fare,15.239897195694354,40.025,6.093266518690379,Zone 262: avg fare $40.02 (z-score: 6.1) on 2024-01-06 at 5:00,f
78,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,60.120000000000005,8.039800623854175,Zone 162: avg fare $60.12 (z-score: 8.0) on 2024-01-04 at 4:00,t
59,2026-02-19 05:08:20.520332,fare_spike,critical,162,avg_fare,16.436208990575345,54.15,6.941049608539269,Zone 162: avg fare $54.15 (z-score: 6.9) on 2024-01-06 at 4:00,f
60,2026-02-19 05:08:20.520332,fare_spike,critical,170,avg_fare,16.145520046651317,37.15,4.490005091799208,Zone 170: avg fare $37.15 (z-score: 4.5) on 2024-01-03 at 2:00,f
61,2026-02-19 05:08:20.520332,fare_spike,high,161,avg_fare,18.41487579279896,49.644444444444446,3.967102983473451,Zone 161: avg fare $49.64 (z-score: 4.0) on 2024-01-04 at 4:00,f
62,2026-02-19 05:08:20.520332,fare_spike,medium,50,avg_fare,15.622141042337894,27.599999999999998,3.023914653809297,Zone 50: avg fare $27.60 (z-score: 3.0) on 2024-01-04 at 0:00,f
63,2026-02-19 05:08:20.520332,fare_spike,medium,233,avg_fare,17.129718306689924,33.93076923076923,3.0736900103694995,Zone 233: avg fare $33.93 (z-score: 3.1) on 2024-01-01 at 8:00,f
64,2026-02-19 05:08:20.520332,fare_spike,critical,140,avg_fare,15.236300847163974,30.248,4.7424976022323095,Zone 140: avg fare $30.25 (z-score: 4.7) on 2024-01-03 at 2:00,f
65,2026-02-19 05:08:20.520332,fare_spike,critical,265,avg_fare,80.78634893147547,240,4.275308233284212,Zone 265: avg fare $240.00 (z-score: 4.3) on 2024-01-02 at 18:00,f
66,2026-02-19 05:08:20.520332,fare_spike,high,231,avg_fare,18.504092463100008,32.24999999999999,3.7611100917076334,Zone 231: avg fare $32.25 (z-score: 3.8) on 2024-01-05 at 6:00,f
79,2026-02-19 05:08:20.520332,fare_spike,critical,43,avg_fare,14.615971338515715,39.571666666666665,7.743153102469188,Zone 43: avg fare $39.57 (z-score: 7.7) on 2024-01-01 at 7:00,t
68,2026-02-19 05:08:20.520332,fare_spike,critical,209,avg_fare,21.969016376365104,46.84285714285714,4.556912490560359,Zone 209: avg fare $46.84 (z-score: 4.6) on 2024-01-04 at 15:00,f
69,2026-02-19 05:08:20.520332,fare_spike,critical,232,avg_fare,20.811192796020833,46.20333333333334,4.904674984427981,Zone 232: avg fare $46.20 (z-score: 4.9) on 2024-01-06 at 4:00,f
70,2026-02-19 05:08:20.520332,fare_spike,high,163,avg_fare,18.084840600544503,44.81000000000001,3.7672210660098178,Zone 163: avg fare $44.81 (z-score: 3.8) on 2024-01-03 at 4:00,f
71,2026-02-19 05:08:20.520332,fare_spike,medium,132,avg_fare,61.41968063326861,43.77307692307693,3.4388568595413576,Zone 132: avg fare $43.77 (z-score: 3.4) on 2024-01-04 at 4:00,f
72,2026-02-19 05:08:20.520332,fare_spike,critical,68,avg_fare,17.08953210071127,36.275,5.785819262130751,Zone 68: avg fare $36.27 (z-score: 5.8) on 2024-01-02 at 3:00,f
73,2026-02-19 05:08:20.520332,fare_spike,medium,140,avg_fare,15.236300847163974,25.51857142857143,3.248376022018546,Zone 140: avg fare $25.52 (z-score: 3.2) on 2024-01-03 at 5:00,f
74,2026-02-19 05:08:20.520332,fare_spike,critical,142,avg_fare,14.98700033191716,37.071,5.239463551991116,Zone 142: avg fare $37.07 (z-score: 5.2) on 2024-01-02 at 5:00,f
75,2026-02-19 05:08:20.520332,fare_spike,medium,107,avg_fare,14.66295018423565,23.4,3.0267281901281766,Zone 107: avg fare $23.40 (z-score: 3.0) on 2024-01-04 at 5:00,f
76,2026-02-19 05:08:20.520332,fare_spike,critical,163,avg_fare,18.084840600544503,62.61,6.276337437317258,Zone 163: avg fare $62.61 (z-score: 6.3) on 2024-01-02 at 5:00,f
77,2026-02-19 05:08:20.520332,fare_spike,critical,140,avg_fare,15.236300847163974,32.11714285714286,5.332997413611421,Zone 140: avg fare $32.12 (z-score: 5.3) on 2024-01-06 at 3:00,f
80,2026-02-19 05:08:20.520332,fare_spike,medium,75,avg_fare,15.791570152183887,28.143750000000004,3.440804386244356,Zone 75: avg fare $28.14 (z-score: 3.4) on 2024-01-05 at 23:00,f
94,2026-02-19 05:08:20.520332,fare_spike,critical,231,avg_fare,18.504092463100008,49.08,8.366079437930587,Zone 231: avg fare $49.08 (z-score: 8.4) on 2024-01-02 at 5:00,t
82,2026-02-19 05:08:20.520332,fare_spike,medium,230,avg_fare,20.901285852829634,43.53333333333333,3.3355786053093706,Zone 230: avg fare $43.53 (z-score: 3.3) on 2024-01-03 at 4:00,f
83,2026-02-19 05:08:20.520332,fare_spike,critical,238,avg_fare,14.95278646220375,37.13,5.767258153192663,Zone 238: avg fare $37.13 (z-score: 5.8) on 2024-01-06 at 5:00,f
84,2026-02-19 05:08:20.520332,fare_spike,critical,125,avg_fare,16.360589011514172,31.114615384615384,4.100136814096717,Zone 125: avg fare $31.11 (z-score: 4.1) on 2024-01-01 at 14:00,f
85,2026-02-19 05:08:20.520332,fare_spike,medium,68,avg_fare,17.08953210071127,27.332400000000003,3.0889724817898547,Zone 68: avg fare $27.33 (z-score: 3.1) on 2024-01-04 at 0:00,f
86,2026-02-19 05:08:20.520332,fare_spike,medium,229,avg_fare,14.631319489581486,26.787142857142857,3.1736282364127972,Zone 229: avg fare $26.79 (z-score: 3.2) on 2024-01-04 at 5:00,f
87,2026-02-19 05:08:20.520332,fare_spike,medium,88,avg_fare,24.022044175388174,39.94,3.329752935066645,Zone 88: avg fare $39.94 (z-score: 3.3) on 2024-01-05 at 0:00,f
88,2026-02-19 05:08:20.520332,fare_spike,critical,68,avg_fare,17.08953210071127,30.405833333333334,4.015837016667003,Zone 68: avg fare $30.41 (z-score: 4.0) on 2024-01-02 at 5:00,f
89,2026-02-19 05:08:20.520332,fare_spike,critical,234,avg_fare,14.614591536322465,26.679999999999996,4.038545081893346,Zone 234: avg fare $26.68 (z-score: 4.0) on 2024-01-04 at 6:00,f
90,2026-02-19 05:08:20.520332,fare_spike,high,125,avg_fare,16.360589011514172,30.549999999999997,3.94323047099247,Zone 125: avg fare $30.55 (z-score: 3.9) on 2024-01-01 at 16:00,f
91,2026-02-19 05:08:20.520332,fare_spike,medium,166,avg_fare,17.113012667379248,29.459999999999997,3.2874954745423093,Zone 166: avg fare $29.46 (z-score: 3.3) on 2024-01-02 at 22:00,f
92,2026-02-19 05:08:20.520332,fare_spike,medium,264,avg_fare,20.458451556017835,41.23529411764706,3.231581615761958,Zone 264: avg fare $41.24 (z-score: 3.2) on 2024-01-02 at 15:00,f
93,2026-02-19 05:08:20.520332,fare_spike,critical,186,avg_fare,16.48856466337831,29.927692307692304,4.051526893620025,Zone 186: avg fare $29.93 (z-score: 4.1) on 2024-01-06 at 5:00,f
95,2026-02-19 05:08:20.520332,fare_spike,medium,224,avg_fare,16.36736285127264,30.91875,3.3825989129559932,Zone 224: avg fare $30.92 (z-score: 3.4) on 2024-01-01 at 13:00,f
96,2026-02-19 05:08:20.520332,fare_spike,critical,234,avg_fare,14.614591536322465,30.119999999999997,5.189985178060522,Zone 234: avg fare $30.12 (z-score: 5.2) on 2024-01-06 at 4:00,f
97,2026-02-19 05:08:20.520332,fare_spike,high,236,avg_fare,13.91963364960578,26.981,3.660431131414927,Zone 236: avg fare $26.98 (z-score: 3.7) on 2024-01-02 at 5:00,f
98,2026-02-19 05:08:20.520332,fare_spike,medium,161,avg_fare,18.41487579279896,43.65931034482758,3.206809314100989,Zone 161: avg fare $43.66 (z-score: 3.2) on 2024-01-01 at 6:00,f
99,2026-02-19 05:08:20.520332,fare_spike,critical,79,avg_fare,15.414520198126782,26.927272727272726,4.601504030705481,Zone 79: avg fare $26.93 (z-score: 4.6) on 2024-01-05 at 4:00,f
100,2026-02-19 05:08:20.520332,fare_spike,medium,114,avg_fare,15.175686447547049,23.183333333333334,3.0166051649147057,Zone 114: avg fare $23.18 (z-score: 3.0) on 2024-01-03 at 2:00,f
101,2026-02-19 05:08:20.520332,fare_spike,medium,186,avg_fare,16.48856466337831,26.65862745098039,3.0659938639103057,Zone 186: avg fare $26.66 (z-score: 3.1) on 2024-01-01 at 0:00,f
102,2026-02-19 05:08:20.520332,fare_spike,high,211,avg_fare,16.46329130235932,28.85,3.9359058256128763,Zone 211: avg fare $28.85 (z-score: 3.9) on 2024-01-01 at 11:00,f
103,2026-02-19 05:08:20.520332,fare_spike,high,140,avg_fare,15.236300847163974,26.93111111111111,3.694625709632146,Zone 140: avg fare $26.93 (z-score: 3.7) on 2024-01-04 at 1:00,f
104,2026-02-19 05:08:20.520332,fare_spike,medium,79,avg_fare,15.414520198126782,23.259999999999998,3.1357407222767897,Zone 79: avg fare $23.26 (z-score: 3.1) on 2024-01-02 at 5:00,f
105,2026-02-19 05:08:20.520332,fare_spike,medium,100,avg_fare,16.705452946256433,29.95555555555556,3.25392484794018,Zone 100: avg fare $29.96 (z-score: 3.3) on 2024-01-02 at 3:00,f
106,2026-02-19 05:08:20.520332,fare_spike,critical,238,avg_fare,14.95278646220375,40.81,6.724254394743845,Zone 238: avg fare $40.81 (z-score: 6.7) on 2024-01-03 at 5:00,f
107,2026-02-19 05:08:20.520332,fare_spike,high,151,avg_fare,15.136721729915267,27.483749999999997,3.8218385039308886,Zone 151: avg fare $27.48 (z-score: 3.8) on 2024-01-01 at 6:00,f
108,2026-02-19 05:08:20.520332,fare_spike,high,161,avg_fare,18.41487579279896,47.707692307692305,3.7210766849464885,Zone 161: avg fare $47.71 (z-score: 3.7) on 2024-01-06 at 4:00,f
109,2026-02-19 05:08:20.520332,fare_spike,high,211,avg_fare,16.46329130235932,27.528571428571432,3.516018788678872,Zone 211: avg fare $27.53 (z-score: 3.5) on 2024-01-01 at 8:00,f
110,2026-02-19 05:08:20.520332,fare_spike,critical,239,avg_fare,15.078897664068265,35.31099999999999,4.50194344508533,Zone 239: avg fare $35.31 (z-score: 4.5) on 2024-01-06 at 5:00,f
111,2026-02-19 05:08:20.520332,fare_spike,medium,231,avg_fare,18.504092463100008,31.036999999999995,3.429213014050567,Zone 231: avg fare $31.04 (z-score: 3.4) on 2024-01-03 at 7:00,f
112,2026-02-19 05:08:20.520332,fare_spike,medium,143,avg_fare,14.33736659410005,25.176666666666662,3.250691675245923,Zone 143: avg fare $25.18 (z-score: 3.3) on 2024-01-06 at 7:00,f
113,2026-02-19 05:08:20.520332,fare_spike,critical,233,avg_fare,17.129718306689924,39.07142857142857,4.014154588061573,Zone 233: avg fare $39.07 (z-score: 4.0) on 2024-01-06 at 4:00,f
114,2026-02-19 05:08:20.520332,fare_spike,critical,79,avg_fare,15.414520198126782,25.870000000000005,4.178925268260623,Zone 79: avg fare $25.87 (z-score: 4.2) on 2024-01-06 at 5:00,f
115,2026-02-19 05:08:20.520332,fare_spike,medium,107,avg_fare,14.66295018423565,23.97142857142857,3.2246850522564974,Zone 107: avg fare $23.97 (z-score: 3.2) on 2024-01-04 at 4:00,f
116,2026-02-19 05:08:20.520332,fare_spike,critical,164,avg_fare,16.693839481941453,39.379999999999995,4.958059869120777,Zone 164: avg fare $39.38 (z-score: 5.0) on 2024-01-02 at 5:00,f
117,2026-02-19 05:08:20.520332,fare_spike,high,158,avg_fare,17.04033997259867,29.43708333333333,3.647617034252934,Zone 158: avg fare $29.44 (z-score: 3.6) on 2024-01-01 at 2:00,f
118,2026-02-19 05:08:20.520332,fare_spike,high,163,avg_fare,18.084840600544503,44.14166666666666,3.6730117340908746,Zone 163: avg fare $44.14 (z-score: 3.7) on 2024-01-05 at 6:00,f
119,2026-02-19 05:08:20.520332,fare_spike,high,231,avg_fare,18.504092463100008,32.04833333333334,3.7059307204565997,Zone 231: avg fare $32.05 (z-score: 3.7) on 2024-01-02 at 0:00,f
120,2026-02-19 05:08:20.520332,fare_spike,critical,231,avg_fare,18.504092463100008,35.6625,4.694827138290275,Zone 231: avg fare $35.66 (z-score: 4.7) on 2024-01-01 at 9:00,f
121,2026-02-19 05:08:20.520332,fare_spike,medium,166,avg_fare,17.113012667379248,28.645555555555557,3.070642378864199,Zone 166: avg fare $28.65 (z-score: 3.1) on 2024-01-01 at 6:00,f
122,2026-02-19 05:08:20.520332,fare_spike,critical,141,avg_fare,13.922797706869448,28.417058823529405,4.33984001431334,Zone 141: avg fare $28.42 (z-score: 4.3) on 2024-01-01 at 6:00,f
123,2026-02-19 05:08:20.520332,fare_spike,high,143,avg_fare,14.33736659410005,27.10571428571429,3.8292104905208886,Zone 143: avg fare $27.11 (z-score: 3.8) on 2024-01-02 at 23:00,f
124,2026-02-19 05:08:20.520332,fare_spike,high,79,avg_fare,15.414520198126782,24.840000000000003,3.767247075784245,Zone 79: avg fare $24.84 (z-score: 3.8) on 2024-01-03 at 5:00,f
125,2026-02-19 05:08:20.520332,fare_spike,high,238,avg_fare,14.95278646220375,29.775000000000002,3.854565936722842,Zone 238: avg fare $29.78 (z-score: 3.9) on 2024-01-05 at 1:00,f
126,2026-02-19 05:08:20.520332,fare_spike,critical,262,avg_fare,15.239897195694354,34.46363636363636,4.726039151861385,Zone 262: avg fare $34.46 (z-score: 4.7) on 2024-01-01 at 5:00,f
127,2026-02-19 05:08:20.520332,fare_spike,medium,239,avg_fare,15.078897664068265,28.617500000000003,3.012540220974419,Zone 239: avg fare $28.62 (z-score: 3.0) on 2024-01-01 at 5:00,f
129,2026-02-19 05:08:20.520332,fare_spike,medium,230,avg_fare,20.901285852829634,42.41379310344828,3.170577429794666,Zone 230: avg fare $42.41 (z-score: 3.2) on 2024-01-02 at 6:00,f
130,2026-02-19 05:08:20.520332,fare_spike,high,264,avg_fare,20.458451556017835,46.04,3.9788943584223886,Zone 264: avg fare $46.04 (z-score: 4.0) on 2024-01-01 at 5:00,f
131,2026-02-19 05:08:20.520332,fare_spike,high,161,avg_fare,18.41487579279896,48.26666666666667,3.7920833924648623,Zone 161: avg fare $48.27 (z-score: 3.8) on 2024-01-02 at 3:00,f
132,2026-02-19 05:08:20.520332,fare_spike,critical,48,avg_fare,15.90242684992732,30.435555555555553,4.57522280431121,Zone 48: avg fare $30.44 (z-score: 4.6) on 2024-01-06 at 5:00,f
133,2026-02-19 05:08:20.520332,fare_spike,critical,90,avg_fare,15.21112789589782,43.10000000000001,7.26780063810877,Zone 90: avg fare $43.10 (z-score: 7.3) on 2024-01-04 at 5:00,f
135,2026-02-19 05:08:20.520332,fare_spike,medium,145,avg_fare,20.651247055872197,60.64833333333333,3.480626540700071,Zone 145: avg fare $60.65 (z-score: 3.5) on 2024-01-01 at 16:00,f
136,2026-02-19 05:08:20.520332,fare_spike,critical,262,avg_fare,15.239897195694354,34.42,4.71531141772035,Zone 262: avg fare $34.42 (z-score: 4.7) on 2024-01-06 at 4:00,f
137,2026-02-19 05:08:20.520332,fare_spike,high,170,avg_fare,16.145520046651317,34.35454545454546,3.892437088646478,Zone 170: avg fare $34.35 (z-score: 3.9) on 2024-01-03 at 5:00,f
138,2026-02-19 05:08:20.520332,fare_spike,medium,100,avg_fare,16.705452946256433,30.728571428571428,3.4437600236537027,Zone 100: avg fare $30.73 (z-score: 3.4) on 2024-01-03 at 4:00,f
139,2026-02-19 05:08:20.520332,fare_spike,critical,144,avg_fare,16.54930208089934,38.65909090909091,7.588460209446677,Zone 144: avg fare $38.66 (z-score: 7.6) on 2024-01-01 at 8:00,f
140,2026-02-19 05:08:20.520332,fare_spike,critical,163,avg_fare,18.084840600544503,47.925000000000004,4.206316430988619,Zone 163: avg fare $47.93 (z-score: 4.2) on 2024-01-02 at 1:00,f
141,2026-02-19 05:08:20.520332,fare_spike,critical,90,avg_fare,15.21112789589782,34.28,4.969321108752306,Zone 90: avg fare $34.28 (z-score: 5.0) on 2024-01-05 at 4:00,f
142,2026-02-19 05:08:20.520332,fare_spike,critical,143,avg_fare,14.33736659410005,30.116666666666664,4.7321911049330305,Zone 143: avg fare $30.12 (z-score: 4.7) on 2024-01-04 at 5:00,f
143,2026-02-19 05:08:20.520332,fare_spike,critical,13,avg_fare,22.853308914862943,42.96666666666667,4.584478832335489,Zone 13: avg fare $42.97 (z-score: 4.6) on 2024-01-02 at 22:00,f
